TYPE	PACKAGE	CHAR_KEY	SELF_KEY	NAME	HINT	LINE
SKILL	offline		zj_yizan		赵统赵广	144038
SKILL	offline		zj_shuge		赵统赵广	144149
SKILL	offline		zj_zhengui		赵统赵广	144173
SKILL	offline		zj_zhongwang		诸葛瞻	144207
SKILL	offline		zj_fuyin		诸葛瞻	144292
SKILL	offline		zj_guguo		柳隐	144337
SKILL	offline		zj_zhongjue		霍弋	144378
SKILL	offline		zj_qingming		霍弋	144436
SKILL	offline		zj_liefa		霍弋	144499
SKILL	offline		zj_qiangdu		姚柯回	144623
SKILL	offline		zj_zhuhui		夏侯含	144699
SKILL	offline		zj_hanci		夏侯含	144758
SKILL	offline		zj_jieyi		夏侯含	144778
SKILL	offline		zj_linei		夏侯含	144824
SKILL	offline		zj_tongxin		夏侯含	144858
SKILL	offline		zj_quanwei		忠会	144904
SKILL	offline		zj_quanshu		忠会	145069
SKILL	offline		zj_quanqing		忠会	145108
SKILL	offline		zj_qiangyi		忠会	145153
SKILL	offline		zj_juta		姜维	145203
SKILL	offline		zj_buji		姜维	145277
SKILL	offline		zj_linze		姜维	145337
SKILL	offline		zj_fuji		姜维	145362
SKILL	offline		zj_jindao		姜维	145419
SKILL	offline		zj_hanshi		姜维	145447
SKILL	offline		zj_wuzhe		姜维	145509
SKILL	offline		zj_jianxi		姜维	145622
SKILL	offline		zj_zhaofu		group: "zj_jianxi_effect",	145860
SKILL	offline		zj_tuicheng		group: "zj_jianxi_effect",	145914
SKILL	offline		lxbeini		甲虫	146032
SKILL	offline		lxdingfa		甲虫	146096
SKILL	offline		lxkuangli		成济	146128
SKILL	offline		lxxiongsi		成济	146164
SKILL	offline		lxzuoyou		李昭焦伯	146194
SKILL	offline		lxshishou		李昭焦伯	146260
SKILL	offline		lxbeiming		文钦	146285
SKILL	offline		lxchoumang		文钦	146456
SKILL	offline		lxcuizhen		毌丘俭	146546
SKILL	offline		lxkuili		毌丘俭	146647
SKILL	offline		lxbifeng		司马伷	146661
SKILL	offline		lxsuwang		司马伷	146712
SKILL	offline		lxpanxiang		司马孚	146775
SKILL	offline		lxchenjie		司马孚	146885
SKILL	offline		lxyuli		神马超 孩子们这次我不是区了	146919
SKILL	offline		lxtingwei		神马超 孩子们这次我不是区了	146970
SKILL	offline		lxjimie		神马超 孩子们这次我不是区了	147000
SKILL	offline		lxqianlong		曹髦	147065
SKILL	offline		lxweitong		本来想用history的  但是这里的本意明显是获得此技能后首次进入濒死干脆加个skill算了	147200
SKILL	offline		lxjuejin		本来想用history的  但是这里的本意明显是获得此技能后首次进入濒死干脆加个skill算了	147214
SKILL	offline		lxwuhui		本来想用history的  但是这里的本意明显是获得此技能后首次进入濒死干脆加个skill算了	147312
SKILL	offline		lxqiantun		司马昭	147417
SKILL	offline		lxxiezheng		司马昭	147453
SKILL	offline		lxweisi		司马昭	147485
SKILL	offline		lxzhaoxiong		司马昭	147860
SKILL	offline		dragtaiguan		龙庞德	147941
SKILL	offline		dragchaojue		界界关羽	147961
SKILL	offline		dragjunshen		界界关羽	148062
SKILL	offline		draglizhong		龙曹仁	148179
SKILL	offline		dragjuesui		撅碎（难视	148350
SKILL	offline		dragjuwu		吕常×SP淳于琼√	148435
SKILL	offline		dragshouxiang		吕常×SP淳于琼√	148454
SKILL	offline		nsyangwu		文和乱武	148630
SKILL	offline		nslulve		文和乱武	148673
SKILL	offline		nsfeixiong		文和乱武	148722
SKILL	offline		nscesuan		文和乱武	148763
SKILL	offline		pegaishi		项羽	148798
SKILL	offline		pefuqin		项羽	148826
SKILL	offline		peyinghao		太监音太难听了   静音了	148892
SKILL	offline		pecaishi		上官婉儿	148903
SKILL	offline		peculv		上官婉儿	149019
SKILL	offline		peersheng		武则天	149151
SKILL	offline		pelinchao		防止ai只杀不酒	149217
SKILL	offline		penvdi		村村的规   有需要自己改	149273
SKILL	offline		pejieshu		PE刘徽	149326
SKILL	offline		pegeyuan		感谢戏佬qwq	149404
SKILL	offline		pegusuan		感谢戏佬qwq	149470
SKILL	offline		pewuan		白起	149541
SKILL	offline		peshashen		白起	149609
SKILL	offline		perongbian		花木兰	149629
SKILL	offline		peliezhan		花木兰	149730
SKILL	offline		petijun		花木兰	149872
SKILL	offline		peyichuan		杨玉环	149932
SKILL	offline		pexiuhua		杨玉环	150042
SKILL	offline		pexunji		夏侯岚	150096
SKILL	offline		peshuangfeng		夏侯岚	150170
SKILL	offline		peguiren		夏侯岚	150209
SKILL	offline		peyichi		夏侯岚	150243
SKILL	offline		pepozhen		天策上将-李世民	150269
SKILL	offline		petaoge		天策上将-李世民	150419
SKILL	offline		pezhenguan		天策上将-李世民	150546
SKILL	offline		pepianchong		e郭照	150593
SKILL	offline		pezunwei		e郭照	150640
SKILL	offline		peqinyi		史阿你看看你教了个什么东西	150761
SKILL	offline		pejixin		武鹿可以直接撕了	150810
SKILL	offline		pejiwei		妈妈再也不用担心我一不小心就摸空牌堆辣！	150925
SKILL	offline		pehuanfu		夏侯玄	150991
SKILL	offline		peyingzhen		曲阿小将	151031
SKILL	offline		peyuanjue		曲阿小将	151110
SKILL	offline		peaoyong		曲阿小将	151174
SKILL	offline		petongkai		曲阿小将	151224
SKILL	offline		yjguibei		曹操＆袁绍	151248
SKILL	offline		yjjiechu		跳过新回合的phaseBefore	151290
SKILL	offline		yjdaojue		跳过新回合的phaseBefore	151473
SKILL	offline		yjzhian		跳过新回合的phaseBefore	151602
SKILL	offline		yjqingzheng		跳过新回合的phaseBefore	151704
SKILL	offline		yjzhuni		跳过新回合的phaseBefore	151771
SKILL	offline		yjtuonan		跳过新回合的phaseBefore	151780
SKILL	offline		psanmou		沟槽的秘密指定还在追我	151825
SKILL	offline		pstousuan		我自己选的我自己会不知道？(doge)	151880
SKILL	offline		psxiaofan		你也有xiaofan？	151904
SKILL	offline		psjiaohu		你也有xiaofan？	151978
SKILL	offline		psquanpan		你也有xiaofan？	151994
SKILL	offline		pshuoluan		你也有xiaofan？	152036
SKILL	offline		yjshuangren		e系列纪灵	152059
SKILL	offline		yjqingjiao		线下幻系列	152150
SKILL	offline		psmouchuan		钟会	152163
SKILL	offline		pszizhong		钟会	152216
SKILL	offline		psjizun		钟会	152240
SKILL	offline		psqingsuan		钟会	152259
SKILL	offline		psdaohe		钟会	152284
SKILL	offline		pszhiyi		钟会	152321
SKILL	offline		psdiwan		鄂焕	152340
SKILL	offline		pssuiluan		鄂焕	152351
SKILL	offline		psconghan		鄂焕	152427
SKILL	offline		psyanmou		肘击	152464
SKILL	offline		pszhanyan		肘击	152538
SKILL	offline		psyuhuo		ui.cardPile.insertBefore(card, ui.cardPile.firstChild);	152617
SKILL	offline		pshuying		田钏	152650
SKILL	offline		psqianjing		田钏	152693
SKILL	offline		psbianchi		田钏	152861
SKILL	offline		xingbian_skill		田钏	152980
SKILL	offline		pewushen		虎牢神关羽	153055
SKILL	offline		pekuangfeng		虎牢神诸葛亮	153147
SKILL	offline		petianlin		虎牢神诸葛亮	153243
SKILL	offline		peshelie		虎牢神吕蒙	153374
SKILL	offline		pegongxin		虎牢神吕蒙	153414
SKILL	offline		peqinyin		虎牢神周瑜	153494
SKILL	offline		peyeyan		虎牢神周瑜	153564
SKILL	offline		peshenwei		虎牢神吕布	153707
SKILL	offline		pexiuluo		虎牢神吕布	153752
SKILL	offline		peduomo		虎牢神吕布	153798
SKILL	offline		pedaojue		虎牢神吕布	153815
SKILL	offline		jun_renwang		君刘备	153946
SKILL	offline		jun_xiongtu		君曹操	154038
SKILL	offline		jun_jiang		君孙策	154073
SKILL	offline		jun_zhiyang		君孙策	154086
SKILL	offline		jun_hefa		君袁绍	154128
SKILL	offline		jun_huanlei		君张角	154218
SKILL	offline		jun_xiandao		君张角	154301
SKILL	offline		jun_cuanzun		君曹丕	154397
SKILL	offline		jun_liufang		君曹丕	154422
SKILL	offline		jun_fuxiang		君刘禅	154509
SKILL	offline		jun_leling		君刘禅	154554
SKILL	offline		jun_henglv		君孙权	154626
SKILL	offline		jun_tianze		君刘协	154722
SKILL	offline		jun_zhaoshou		君刘协	154827
SKILL	offline		jun_gezhi		君刘协	154892
SKILL	offline		jun_julian		君刘协	155032
SKILL	offline		smsibian		神魔孙权（魔不如神这一块）	155068
SKILL	offline		smqihua		神魔孙权（魔不如神这一块）	155103
SKILL	offline		smdue		神魔孙权（魔不如神这一块）	155168
SKILL	offline		smshenjiang		神魔孙权（魔不如神这一块）	155195
SKILL	offline		smshengshou		神魔孙权（魔不如神这一块）	155212
SKILL	offline		smshifeng		神魔孙权（魔不如神这一块）	155278
SKILL	offline		smmobian		小巧思观微	155322
SKILL	offline		smyanshi		小巧思观微	155343
SKILL	offline		smpoyu		小巧思观微	155450
SKILL	offline		xkxijun		祖郎	155628
SKILL	offline		xkhaokou		祖郎	155792
SKILL	offline		xkronggui		祖郎	155828
SKILL	offline		xkjushou		彭绮	155880
SKILL	offline		xkliaoluan		彭绮	155910
SKILL	offline		xkhuaying		彭绮	155953
SKILL	offline		xkjizhong		彭绮	156001
SKILL	offline		xkbimeng		单福	156033
SKILL	offline		xkzhue		单福	156124
SKILL	offline		xkfuzhu		单福	156169
SKILL	offline		xkjuqian		彭虎	156239
SKILL	offline		xkkanpo		彭虎	156269
SKILL	offline		xkyizhong		彭虎	156286
SKILL	offline		xktanlu		崔廉	156300
SKILL	offline		xkjubian		崔廉	156344
SKILL	offline		xkjuluan		罗历	156356
SKILL	offline		xkxianxing		罗历	156403
SKILL	offline		xk_qiyijun		罗历	156459
SKILL	offline		gzsuishi		战役篇田丰	156594
SKILL	offline		gzsuishi2		战役篇田丰	156611
SKILL	offline		zymingshi		战役篇孔融	156625
SKILL	offline		zyshangyi		战役篇蒋钦	156656
SKILL	offline		zyquanji		钟会	156691
SKILL	offline		zypaiyi		钟会	156739
SKILL	offline		zyshilu		孙綝	156808
SKILL	offline		zyxiongnve		content: (storage, player) => `共有${get.cnNumber(storage.length)}张“戮”`,	156896
SKILL	offline		qiuan		孟达	157078
SKILL	offline		liangfan		孟达	157109
SKILL	offline		liangfan2		孟达	157131
SKILL	offline		gzjinfa		文钦	157182
SKILL	offline		zylianji		战役篇改王允	157252
SKILL	offline		zymoucheng		战役篇改王允	157347
SKILL	offline		nskuishe		曹安民	157359
SKILL	offline		pkwuku		官盗K系列杜预	157464
SKILL	offline		pksanchen		官盗K系列杜预	157487
SKILL	offline		pkmiewu		官盗K系列杜预	157508
SKILL	offline		psmeihun		神貂蝉	157614
SKILL	offline		pshuoxin		神貂蝉	157664
SKILL	offline		psguixin		神曹操	157721
SKILL	offline		psshenzun		神曹操	157778
SKILL	offline		psfeiying		神曹操	157817
SKILL	offline		pszhonghun		官盗S系列关羽	157824
SKILL	offline		psqizuo		官盗S系列郭嘉·一版	157844
SKILL	offline		psquanmou		官盗S系列郭嘉·二版	157909
SKILL	offline		pshuiqiang		官盗S赵云·一版	157938
SKILL	offline		pshuntu		官盗S赵云·一版	157965
SKILL	offline		psqijin		官盗S赵云·二版	157992
SKILL	offline		psqichu		官盗S赵云·二版	158047
SKILL	offline		pslongxin		官盗S赵云·二版	158206
SKILL	offline		psoldshiyin		官盗S周瑜·一版	158242
SKILL	offline		psshiyin		官盗S周瑜·二版	158304
SKILL	offline		psquwu		官盗S周瑜·二版	158386
SKILL	offline		psliaozou		官盗S周瑜·二版	158436
SKILL	offline		psquanyi		官盗S武将传晋司马	158489
SKILL	offline		psliushang		官盗S曹植	158588
SKILL	offline		psqibu		官盗S曹植	158689
SKILL	offline		psjianwei		官盗S曹丕	158716
SKILL	offline		pszhonghu		官盗S司马懿	158848
SKILL	offline		pshuxiao		官盗S虎啸龙吟司马懿&诸葛亮	158887
SKILL	offline		psguanxing		官盗S虎啸龙吟司马懿&诸葛亮	158939
SKILL	offline		pslongyin		官盗S虎啸龙吟司马懿&诸葛亮	158955
SKILL	offline		pszhiji		官盗S武将传诸葛亮	159088
SKILL	offline		psjiefeng		官盗S武将传诸葛亮	159140
SKILL	offline		psweihou		官盗S马超	159174
SKILL	offline		psqupo		官盗S1066★贾诩	159215
SKILL	offline		psbaoquan		官盗S1066★贾诩	159346
SKILL	offline		pssheji		官盗S吕布	159369
SKILL	offline		longyi		龙羽飞	159430
SKILL	offline		zhenjue		龙羽飞	159570
SKILL	offline		jsprende		群刘备	159592
SKILL	offline		nsyice		S贾诩	159782
SKILL	offline		psfenzhi		神姜维	159900
SKILL	offline		psjiucheng		神姜维	159942
SKILL	offline		psranjin		神姜维	160101
SKILL	offline		psmoyan		魔姜维	160144
SKILL	offline		psjiusheng		魔姜维	160166
SKILL	offline		pshunjin		魔姜维	160244
SKILL	offline		psjimou		神魏延	160324
SKILL	offline		psyuxue		神魏延	160423
SKILL	offline		pskuifa		神魏延	160603
SKILL	offline		psnimou		魔魏延	160727
SKILL	offline		pskexue		魔魏延	160795
SKILL	offline		psjiefa		魔魏延	160943
SKILL	offline		sm_dayuan		赛马娘	161084
SKILL	offline		sm_tianwu		赛马娘	161169
SKILL	offline		chixia_jipao		赛马娘	161270
SKILL	offline		sm_hualiu		赛马娘	161338
SKILL	offline		sm_dianteng		赛马娘	161359
SKILL	offline		qiulin_jipao		赛马娘	161494
SKILL	offline		sm_feidian		赛马娘	161510
SKILL	offline		sm_xianxing		赛马娘	161586
SKILL	offline		zhuahuang_jipao		赛马娘	161672
SKILL	offline		sm_zixin		赛马娘	161688
SKILL	offline		sm_zhiyin		赛马娘	161727
SKILL	offline		zijian_jipao		赛马娘	161791
SKILL	offline		sm_jueying		赛马娘	161807
SKILL	offline		sm_xuneng		赛马娘	161874
SKILL	offline		jieying_jipao		赛马娘	161927
SKILL	offline		sm_chitu		赛马娘	161943
SKILL	offline		sm_aozhan		赛马娘	161977
SKILL	offline		liaoyuan_jipao		赛马娘	162026
SKILL	offline		sm_dilu		赛马娘	162042
SKILL	offline		sm_boxing		赛马娘	162110
SKILL	offline		sm_chongji		赛马娘	162188
SKILL	offline		dailu_jipao		赛马娘	162255
SKILL	offline		hssifen		青史刘璿	162282
SKILL	offline		hsfunan		青史刘璿	162399
SKILL	offline		hsjunwei		青史曹奂	162519
SKILL	offline		hsmoran		青史曹奂	162588
SKILL	offline		hsjixu		青史刘协	162644
SKILL	offline		hsyouchong		青史刘协	162787
SKILL	offline		hsshezuo		青史孙皓	162889
SKILL	offline		poker_record		用扑克牌打牌神将	163038
SKILL	offline		hschenzhi		用扑克牌打牌神将	163069
SKILL	offline		hsdianmo		第一个元素放获得牌相关的，第二个放弃置牌相关的	163263
SKILL	offline		hszaibi		最后用全局变量存储，就不需要反复执行这个函数了	163431
SKILL	offline		chunqiubi_skill		最后用全局变量存储，就不需要反复执行这个函数了	163475
SKILL	offline		sclfudi		王战张绣	163566
SKILL	offline		sclcongjian		王战张绣	163649
SKILL	offline		sclwansha		王战贾诩	163670
SKILL	offline		scls_zhanshen		SCL	163686
SKILL	offline		scls_yinshi		SCL	163758
SKILL	offline		scls_pingcai		audio: "xinfu_pdgyingshi",	163785
SKILL	offline		scls_chongxu		斗地主有四名角色？	164088
SKILL	offline		scls_miaojian		斗地主有四名角色？	164168
SKILL	offline		scls_lianhua		斗地主有四名角色？	164274
SKILL	offline		scls_kuangcai		斗地主有四名角色？	164312
SKILL	offline		scls_shejian		斗地主有四名角色？	164393
SKILL	offline		scls_juezhi		斗地主有四名角色？	164446
SKILL	offline		scls_lingren		斗地主有四名角色？	164496
SKILL	offline		scls_qinzheng		斗地主有四名角色？	164575
SKILL	offline		pschangshi		十常侍共用技能	164631
SKILL	offline		pstaoluan		张让	164787
SKILL	offline		pschiyan		赵忠	164852
SKILL	offline		pszimou		孙璋	164949
SKILL	offline		psbicai		毕岚	164986
SKILL	offline		psyaozhuo		夏恽	165048
SKILL	offline		psxiaolu		韩悝	165170
SKILL	offline		pskuiji		栗嵩	165283
SKILL	offline		pschihe		段珪	165370
SKILL	offline		psniqu		郭胜	165411
SKILL	offline		psmiaoyu		高望	165432
SKILL	offline		goblin_yibao		哥布林	165482
SKILL	offline		goblin_rulin		哥布林	165525
SKILL	offline		goblin_kuangbao		哥布林	165541
SKILL	offline		goblin_feisheng		哥布林	165568
SKILL	offline		goblin_shiqiang		哥布林	165585
SKILL	offline		goblin_lingruo		哥布林	165606
SKILL	offline		dongwan_moli		董绾	165620
SKILL	offline		shinin_shengyan		董绾	165775
SKILL	offline		shinin_gongming		董绾	165836
SKILL	offline		lvlingqi_moli		吕玲绮	165874
SKILL	offline		shinin_henghui		吕玲绮	166037
SKILL	offline		shinin_moqi		吕玲绮	166137
SKILL	offline		ruiji_moli		芮姬	166198
SKILL	offline		shinin_shengcai		芮姬	166359
SKILL	offline		shinin_guanghui		芮姬	166410
SKILL	offline		wuguotai_moli		吴国太	166456
SKILL	offline		shinin_fengshou		吴国太	166617
SKILL	offline		shinin_susheng		吴国太	166741
SKILL	offline		shinin_luoshen		甄姬	166835
SKILL	offline		zhenji_moli		甄姬	166879
SKILL	offline		shinin_jinghong		甄姬	167031
SKILL	offline		shinin_youlong		甄姬	167117
SKILL	offline		shinin_haiyou		甄姬	167277
SKILL	offline		xinfu_yanyu		---- 文件: offline/skill/offline_star.js ----	167314
SKILL	offline		xinfu_yanyu2		---- 文件: offline/skill/offline_star.js ----	167407
SKILL	offline		xinfu_xiaode		---- 文件: offline/skill/offline_star.js ----	167479
SKILL	offline		chixin		---- 文件: offline/skill/offline_star.js ----	167531
SKILL	offline		chixin1		---- 文件: offline/skill/offline_star.js ----	167548
SKILL	offline		chixin2		---- 文件: offline/skill/offline_star.js ----	167562
SKILL	offline		suiren		---- 文件: offline/skill/offline_star.js ----	167584
SKILL	offline		xinmanjuan		---- 文件: offline/skill/offline_star.js ----	167613
SKILL	offline		manjuan		---- 文件: offline/skill/offline_star.js ----	167663
SKILL	offline		zuixiang		---- 文件: offline/skill/offline_star.js ----	167719
SKILL	offline		zuixiang2		---- 文件: offline/skill/offline_star.js ----	167748
SKILL	offline		yanxiao		---- 文件: offline/skill/offline_star.js ----	167820
SKILL	offline		yanxiao_global		---- 文件: offline/skill/offline_star.js ----	167866
SKILL	offline		anxian		---- 文件: offline/skill/offline_star.js ----	167885
SKILL	offline		junwei		---- 文件: offline/skill/offline_star.js ----	167940
SKILL	offline		junwei2		---- 文件: offline/skill/offline_star.js ----	168040
SKILL	offline		yinling		---- 文件: offline/skill/offline_star.js ----	168066
SKILL	offline		fenyong		---- 文件: offline/skill/offline_star.js ----	168147
SKILL	offline		xuehen		---- 文件: offline/skill/offline_star.js ----	168188
SKILL	offline		mouduan		---- 文件: offline/skill/offline_star.js ----	168253
SKILL	offline		mouduan2		---- 文件: offline/skill/offline_star.js ----	168294
SKILL	offline		tanhu		priority:5,	168326
SKILL	offline		tanhu2		priority:5,	168359
SKILL	offline		tanhu3		priority:5,	168365
SKILL	offline		jie		priority:5,	168379
SKILL	offline		dahe		priority:5,	168390
SKILL	offline		shichou		priority:5,	168476
SKILL	offline		zhaolie		priority:5,	168636
SKILL	offline		fulu		priority:5,	168735
SKILL	offline		fuji		priority:5,	168766
SKILL	offline		spyinzhi		桌游志贴纸	168807
SKILL	offline		spmingjian		桌游志贴纸	168847
SKILL	offline		spmingjian_charlotte		桌游志贴纸	168904
SKILL	offline		spshude		桌游志贴纸	168932
SKILL	offline		spfuluan		桌游志贴纸	168942
SKILL	offline		spfuluan2		桌游志贴纸	168976
SKILL	offline		spzhaoxin		桌游志贴纸	168985
SKILL	offline		splanggu		桌游志贴纸	169001
SKILL	offline		splanggu_rewrite		桌游志贴纸	169025
SKILL	offline		sphantong		桌游志贴纸	169080
SKILL	offline		sphantong_gain		桌游志贴纸	169106
SKILL	offline		sphuangen		护驾	169176
SKILL	offline		spyicong		护驾	169249
SKILL	offline		sptuji		护驾	169302
SKILL	offline		sptuji2		护驾	169323
SKILL	offline		_taoyuanwange		铠甲合体	169349
SKILL	offline		tyliupo		孩子们，我分身了	169399
SKILL	offline		tyzhuiling		孩子们，我分身了	169462
SKILL	offline		tyxihun		孩子们，我分身了	169493
SKILL	offline		tyxianqi		孩子们，我分身了	169537
SKILL	offline		tyfansheng		孩子们，我分身了	169613
SKILL	offline		tyansha		孩子们，我分身了	169657
SKILL	offline		tycangshen		孩子们，我分身了	169718
SKILL	offline		tyxiongren		孩子们，我分身了	169737
SKILL	offline		tysiji		孩子们，我分身了	169764
SKILL	offline		tydaifa		孩子们，我分身了	169832
SKILL	offline		tywushen		桃神关羽	169882
SKILL	offline		tywuhun		桃神关羽	169950
SKILL	offline		tyshencai		桃神张飞	170056
SKILL	offline		tyxunshi		桃神张飞	170130
SKILL	offline		tybianta		范强张达	170241
SKILL	offline		tybenxiang		范强张达	170371
SKILL	offline		tyxiezhan		范强张达	170387
SKILL	offline		tyxingsha		范强张达	170436
SKILL	offline		tyxianshou		范强张达	170513
SKILL	offline		tyxiyu		刘阿	170532
SKILL	offline		tylengjian		谭雄	170545
SKILL	offline		tysheju		谭雄	170593
SKILL	offline		tyhongde		buzhi	170657
SKILL	offline		tydingpan		buzhi	170704
SKILL	offline		tyqixi		甘宁	170789
SKILL	offline		tyfenwei		甘宁	170811
SKILL	offline		tyqianshou		陆逊	170859
SKILL	offline		tytanlong		陆逊	170976
SKILL	offline		tyxibei		陆逊	171027
SKILL	offline		tylongnu		神刘	171115
SKILL	offline		tytaoyuan		神刘	171256
SKILL	offline		tywuji		关银屏	171285
SKILL	offline		tymanyong		沙和尚	171316
SKILL	offline		tyconglong		关兴	171344
SKILL	offline		tyzhaowu		关兴	171405
SKILL	offline		tyjinzhong		侍从	171491
SKILL	offline		tyyoujun		吴班	171574
SKILL	offline		tyjicheng		吴班	171618
SKILL	offline		tyyizhuang		黄忠	171637
SKILL	offline		tydangxian		廖化	171651
SKILL	offline		tyfuli		廖化	171667
SKILL	offline		tyqingkou		冯习	171702
SKILL	offline		tyfenwu		张南	171766
SKILL	offline		tyyuantao		赵融	171837
SKILL	offline		tyzhongen		程畿	171859
SKILL	offline		tyliebao		程畿	171943
SKILL	offline		tyzhuan		龙果子	171976
SKILL	offline		tyqingshi		龙刘备	172030
SKILL	offline		tyyilin		龙刘备	172125
SKILL	offline		tychengming		龙刘备	172202
SKILL	offline		tyfuhan		蜀孙权-孩子们，其实我早就是蜀国人了	172244
SKILL	offline		tychende		蜀孙权-孩子们，其实我早就是蜀国人了	172362
SKILL	offline		tywansu		蜀孙权-孩子们，其实我早就是蜀国人了	172414
SKILL	offline		tywusheng		神秘将军-孩子们，其实我没有死	172447
SKILL	offline		tychengshi		神秘将军-孩子们，其实我没有死	172511
SKILL	offline		tyfuwei		神秘将军-孩子们，其实我没有死	172575
SKILL	offline		vtbguisha		小杀	172662
SKILL	offline		vtbshuli		AI停顿	172776
SKILL	offline		vtbshanwu		小闪	172795
SKILL	offline		vtbxianli		小闪	172848
SKILL	offline		vtbtaoyan		小桃	172881
SKILL	offline		vtbyanli		小桃	172971
SKILL	offline		vtbleyu		小乐	173003
SKILL	offline		vtbyuanli		小乐	173049
SKILL	offline		vtbmeiniang		小乐	173069
SKILL	offline		vtbyaoli		小乐	173087
SKILL	offline		wn_zhanyi		---- 文件: offline/skill/offline_weinan.js ----	173164
SKILL	offline		wn_qiangshu		渭南神马超	173250
SKILL	offline		wn_yuma		渭南神马超	173282
SKILL	offline		wn_zhuanzhan		渭南神许褚	173359
SKILL	offline		wn_huwei		渭南神许褚	173405
SKILL	offline		wn_qiaobian		张郃	173422
SKILL	offline		wn_jianshu		贾诩	173546
SKILL	offline		wn_zhenlve		贾诩	173602
SKILL	offline		wn_zhuying		徐晃	173637
SKILL	offline		wn_chiyuan		徐晃	173656
SKILL	offline		wn_dingluan		曹操	173768
SKILL	offline		wn_zhuijiang		曹操	173842
SKILL	offline		wn_jubing		韩遂	173868
SKILL	offline		wn_xiongju		韩遂	173919
SKILL	offline		wn_zhongtao		韩遂	173959
SKILL	offline		wn_dutan		韩遂	174018
SKILL	offline		wn_qifeng		韩遂	174029
SKILL	offline		wxdlyishi		曹丕	174067
SKILL	offline		wxdlfangzhu		曹丕	174098
SKILL	offline		wxdlnianjun		防止useSkill重复触发	174173
SKILL	offline		wxdlqianqian		防止useSkill重复触发	174309
SKILL	offline		wxdl_huamao		沙币文心雕龙曹植	174326
SKILL	offline		wxdl_qishen		沙币文心雕龙曹植	174405
SKILL	offline		huamao_wushen		return -get.attitude(get.player(), target);	174485
SKILL	offline		huamao_liushi		return -get.attitude(get.player(), target);	174543
SKILL	offline		huamao_gongxin		return -get.attitude(get.player(), target);	174626
SKILL	offline		huamao_tianxiang		return -get.attitude(get.player(), target);	174686
SKILL	offline		huamao_guose		if(event.related.cancelled||target.isDead()) return;	174785
SKILL	offline		huamao_limu		if(event.related.cancelled||target.isDead()) return;	174836
SKILL	offline		huamao_fengpo		prepare:"throw",	174953
SKILL	offline		huamao_jiexun		prepare:"throw",	175005
SKILL	offline		huamao_leiji		prepare:"throw",	175049
SKILL	offline		huamao_zuoding		prepare:"throw",	175127
SKILL	offline		huamao_miehai		prepare:"throw",	175168
SKILL	offline		huamao_jiyu		prepare:"throw",	175237
SKILL	offline		huamao_luoying		prepare:"throw",	175322
SKILL	offline		huamao_lianhuan		prepare:"throw",	175397
SKILL	offline		huamao_zhujiu		prepare:"throw",	175525
SKILL	offline		huamao_ninghan		prepare:"throw",	175587
SKILL	offline		wxdl_kejie		文心雕龙	175641
SKILL	offline		wxdl_hongqi		文心雕龙	175775
SKILL	offline		xy_xiaoxi		吕布	175821
SKILL	offline		xy_fenqi		吕布	175850
SKILL	offline		yiguzuoqi_effect		吕布	175897
SKILL	offline		xy_mouni		张邈	175920
SKILL	offline		xy_zongfan		张邈	175974
SKILL	offline		xy_zhangu		张邈	176031
SKILL	offline		xy_lilu		曹嵩	176049
SKILL	offline		xy_yizheng		曹嵩	176148
SKILL	offline		xy_shengju		曹操	176196
SKILL	offline		xy_mintong		曹操	176225
SKILL	offline		xy_liaofu		程昱	176251
SKILL	offline		xy_jinshou		程昱	176355
SKILL	offline		xy_jianzu		荀彧	176395
SKILL	offline		xy_dishou		荀彧	176464
SKILL	offline		xy_jizheng		陈宫	176516
SKILL	offline		xy_luejin		张闿	176540
SKILL	offline		ylyg_jiang		雁翎孙策 by WeiqiaoCode	176585
SKILL	offline		ylyg_hunzi		雁翎孙策 by WeiqiaoCode	176616
SKILL	offline		ylyg_zhiba		雁翎孙策 by WeiqiaoCode	176638
SKILL	offline		ylyg_duanchang		雁翎蔡文姬 by WeiqiaoCode	176681
SKILL	offline		ylyg_beige		雁翎蔡文姬 by WeiqiaoCode	176716
SKILL	offline		ylyg_quzhong		雁翎蔡文姬 by WeiqiaoCode	176784
SKILL	offline		ylyg_duanliang		雁翎徐晃	176829
SKILL	offline		ylyg_zier		雁翎徐晃	176868
SKILL	offline		ylyg_lieren		雁翎祝融	176976
SKILL	offline		ylyg_juxiang		雁翎祝融	177045
SKILL	offline		ylygxiangxing		雁翎庞统	177109
SKILL	offline		ylygxiangxing_yingzi		雁翎庞统	177114
SKILL	offline		ylygxiangxing_biyue		雁翎庞统	177127
SKILL	offline		ylyglianhuan		雁翎庞统	177134
SKILL	offline		ylygniepan		雁翎庞统	177208
SKILL	offline		ylygqiangxi		雁翎典韦	177272
SKILL	offline		ylygtianxiang		雁翎小乔	177377
SKILL	offline		ylyghongyan		雁翎小乔	177480
SKILL	offline		ylygguhuo		雁翎于吉	177551
SKILL	offline		ylyghuinu		雁翎于吉	177805
SKILL	offline		yyyaoming		全琮	177824
SKILL	offline		yy_baimaxiaoqi_skill		白虎骁骑	177948
SKILL	offline		yyfuqi		麴义	177980
SKILL	offline		yyqizhen		公孙瓒	177995
SKILL	offline		yymujun		公孙瓒	178052
SKILL	offline		yyxuezhan		文丑	178072
